Rule,Author,Description,Strings,CVE
APT1_WEBC2_CSON,AlienVault Labs,,"$exe1 = ""xcmd.exe"" wide ascii",CVE not found
APT1_WEBC2_CSON,AlienVault Labs,,"$exe2 = ""Google.exe"" wide ascii",CVE not found
APT1_WEBC2_CLOVER,AlienVault Labs,,"$msg1 = ""BUILD ERROR!"" wide ascii",CVE not found
APT1_WEBC2_CLOVER,AlienVault Labs,,"$msg2 = ""SUCCESS!"" wide ascii",CVE not found
APT1_WEBC2_CLOVER,AlienVault Labs,,"$msg3 = ""wild scan"" wide ascii",CVE not found
APT1_WEBC2_CLOVER,AlienVault Labs,,"$msg4 = ""Code too clever"" wide ascii",CVE not found
APT1_WEBC2_CLOVER,AlienVault Labs,,"$msg5 = ""insufficient lookahead"" wide ascii",CVE not found
APT1_WEBC2_CLOVER,AlienVault Labs,,"$ua1 = ""Mozilla/4.0 (compatible; MSIE 6.1; Windows NT 5.1; SV1)"" wide ascii",CVE not found
APT1_WEBC2_CLOVER,AlienVault Labs,,"$ua2 = ""Mozilla/5.0 (Windows; Windows NT 5.1; en-US; rv:1.8.0.12) Firefox/1.5.0.12"" wide ascii",CVE not found
APT1_WEBC2_BOLID,AlienVault Labs,,"$vm = ""VMProtect"" wide ascii",CVE not found
APT1_WEBC2_BOLID,AlienVault Labs,,"$http = ""http://[c2_location]/[page].html"" wide ascii",CVE not found
APT1_WEBC2_ADSPACE,AlienVault Labs,,"$1 = ""<!---HEADER ADSPACE style="" wide ascii",CVE not found
APT1_WEBC2_ADSPACE,AlienVault Labs,,"$2 = ""ERSVC.DLL"" wide ascii",CVE not found
APT1_WEBC2_AUSOV,AlienVault Labs,,"$1 = ""ntshrui.dll"" wide ascii",CVE not found
APT1_WEBC2_AUSOV,AlienVault Labs,,"$2 = ""%SystemRoot%\\System32\\"" wide ascii",CVE not found
APT1_WEBC2_AUSOV,AlienVault Labs,,"$3 = ""<!--DOCHTML"" wide ascii",CVE not found
APT1_WEBC2_AUSOV,AlienVault Labs,,"$4 = ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" wide ascii",CVE not found
APT1_WEBC2_AUSOV,AlienVault Labs,,"$5 = ""Ausov"" wide ascii",CVE not found
APT1_WARP,AlienVault Labs,,"$err1 = ""exception..."" wide ascii",CVE not found
APT1_WARP,AlienVault Labs,,"$err2 = ""failed..."" wide ascii",CVE not found
APT1_WARP,AlienVault Labs,,"$err3 = ""opened..."" wide ascii",CVE not found
APT1_WARP,AlienVault Labs,,"$exe1 = ""cmd.exe"" wide ascii",CVE not found
APT1_WARP,AlienVault Labs,,"$exe2 = ""ISUN32.EXE"" wide ascii",CVE not found
APT1_TARSIP_ECLIPSE,AlienVault Labs,,"$1 = ""\\pipe\\ssnp"" wide ascii",CVE not found
APT1_TARSIP_ECLIPSE,AlienVault Labs,,"$2 = ""toobu.ini"" wide ascii",CVE not found
APT1_TARSIP_ECLIPSE,AlienVault Labs,,"$3 = ""Serverfile is not bigger than Clientfile"" wide ascii",CVE not found
APT1_TARSIP_ECLIPSE,AlienVault Labs,,"$4 = ""URL download success"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$s1 = ""\\XiaoME\\SunCloud-Code\\moon"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$s2 = ""URL download success!"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$s3 = ""Kugoosoft"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$msg1 = ""Modify file failed!! So strange!"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$msg2 = ""Create cmd process failed!"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$msg3 = ""The command has not been implemented!"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$msg4 = ""Runas success!"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$onec1 = ""onec.php"" wide ascii",CVE not found
APT1_TARSIP_MOON,AlienVault Labs,,"$onec2 = ""/bin/onec"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay1 = ""rusinfo.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay2 = ""cmd.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay3 = ""AdobeUpdater.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay4 = ""buildout.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay5 = ""DefWatch.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay6 = ""d.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay7 = ""em.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay8 = ""IMSCMig.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay9 = ""localfile.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay10 = ""md.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay11 = ""mdm.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay12 = ""mimikatz.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay13 = ""msdev.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay14 = ""ntoskrnl.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay15 = ""p.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay16 = ""otepad.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay17 = ""reg.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay18 = ""regsvr.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay19 = ""runinfo.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay20 = ""AdobeUpdate.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay21 = ""inetinfo.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay22 = ""svehost.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay23 = ""update.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay24 = ""NTLMHash.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay25 = ""wpnpinst.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay26 = ""WSDbg.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay27 = ""xcmd.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay28 = ""adobeup.exe"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay29 = ""0830.bin"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay30 = ""1001.bin"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay31 = ""a.bin"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay32 = ""ISUN32.EXE"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay33 = ""AcroRD32.EXE"" wide ascii",CVE not found
APT1_payloads,AlienVault Labs,,"$pay34 = ""INETINFO.EXE"" wide ascii",CVE not found
APT1_RARSilent_EXE_PDF,AlienVault Labs,,"$winrar1 = ""WINRAR.SFX"" wide ascii",CVE not found
APT1_RARSilent_EXE_PDF,AlienVault Labs,,"$str2 = ""Steup="" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$url = ""aspnet_client/report.asp"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$param = ""name=%s&Gender=%c&Random=%04d&SessionKey=%s"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay1 = ""rusinfo.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay2 = ""cmd.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay3 = ""AdobeUpdater.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay4 = ""buildout.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay5 = ""DefWatch.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay6 = ""d.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay7 = ""em.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay8 = ""IMSCMig.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay9 = ""localfile.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay10 = ""md.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay11 = ""mdm.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay12 = ""mimikatz.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay13 = ""msdev.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay14 = ""ntoskrnl.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay15 = ""p.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay16 = ""otepad.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay17 = ""reg.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay18 = ""regsvr.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay19 = ""runinfo.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay20 = ""AdobeUpdate.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay21 = ""inetinfo.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay22 = ""svehost.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay23 = ""update.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay24 = ""NTLMHash.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay25 = ""wpnpinst.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay26 = ""WSDbg.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay27 = ""xcmd.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay28 = ""adobeup.exe"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay29 = ""0830.bin"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay30 = ""1001.bin"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay31 = ""a.bin"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay32 = ""ISUN32.EXE"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay33 = ""AcroRD32.EXE"" wide ascii",CVE not found
APT1_aspnetreport,AlienVault Labs,,"$pay34 = ""INETINFO.EXE"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$dll1 = ""nwwwks.dll"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$dll2 = ""rdisk.dll"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$dll3 = ""skeys.dll"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$dll4 = ""SvcHost.DLL.log"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$svc1 = ""InstallService"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$svc2 = ""RundllInstallA"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$svc3 = ""RundllUninstallA"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$svc4 = ""ServiceMain"" wide ascii",CVE not found
APT1_Revird_svc,AlienVault Labs,,"$svc5 = ""UninstallService"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$dbg1 = ""Down file ok!"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$dbg2 = ""Send file ok!"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$dbg3 = ""Command Error!"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$dbg4 = ""Pls choose target first!"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$dbg5 = ""Alert!"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$dbg6 = ""Pls press enter to make sure!"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$dbg7 = ""Are you sure to "" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay1 = ""rusinfo.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay2 = ""cmd.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay3 = ""AdobeUpdater.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay4 = ""buildout.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay5 = ""DefWatch.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay6 = ""d.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay7 = ""em.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay8 = ""IMSCMig.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay9 = ""localfile.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay10 = ""md.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay11 = ""mdm.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay12 = ""mimikatz.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay13 = ""msdev.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay14 = ""ntoskrnl.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay15 = ""p.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay16 = ""otepad.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay17 = ""reg.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay18 = ""regsvr.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay19 = ""runinfo.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay20 = ""AdobeUpdate.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay21 = ""inetinfo.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay22 = ""svehost.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay23 = ""update.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay24 = ""NTLMHash.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay25 = ""wpnpinst.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay26 = ""WSDbg.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay27 = ""xcmd.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay28 = ""adobeup.exe"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay29 = ""0830.bin"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay30 = ""1001.bin"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay31 = ""a.bin"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay32 = ""ISUN32.EXE"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay33 = ""AcroRD32.EXE"" wide ascii",CVE not found
APT1_dbg_mess,AlienVault Labs,,"$pay34 = ""INETINFO.EXE"" wide ascii",CVE not found
APT1_known_malicious_RARSilent,AlienVault Labs,,"$str1 = ""Analysis And Outlook.doc"" wide ascii",CVE not found
APT1_known_malicious_RARSilent,AlienVault Labs,,"$str2 = ""North Korean launch.pdf"" wide ascii",CVE not found
APT1_known_malicious_RARSilent,AlienVault Labs,,"$str3 = ""Dollar General.doc"" wide ascii",CVE not found
APT1_known_malicious_RARSilent,AlienVault Labs,,"$str4 = ""Dow Corning Corp.pdf"" wide ascii",CVE not found
Dropper_DeploysMalwareViaSideLoading,USG,Detect a dropper used to deploy an implant via side loading. This dropper has specifically been observed deploying REDLEAVES & PlugX,"$UniqueString = {2e 6c 6e 6b [0-14] 61 76 70 75 69 2e 65 78 65} // "".lnk"" near ""avpui.exe""",CVE not found
Dropper_DeploysMalwareViaSideLoading,USG,Detect a dropper used to deploy an implant via side loading. This dropper has specifically been observed deploying REDLEAVES & PlugX,$PsuedoRandomStringGenerator = {b9 1a [0-6] f7 f9 46 80 c2 41 88 54 35 8b 83 fe 64} // Unique function that generates a 100 character pseudo random string.,CVE not found
REDLEAVES_DroppedFile_ImplantLoader_Starburn,USG,Detect the DLL responsible for loading and deobfuscating the DAT file containing shellcode and core REDLEAVES RAT,$XOR_Loop = {32 0c 3a 83 c2 02 88 0e 83 fa 08 [4-14] 32 0c 3a 83 c2 02 88 0e 83 fa 10} // Deobfuscation loop,CVE not found
REDLEAVES_DroppedFile_ObfuscatedShellcodeAndRAT_handkerchief,USG,Detect obfuscated .dat file containing shellcode and core REDLEAVES RAT,$RedleavesStringObfu = {73 64 65 5e 60 74 75 74 6c 6f 60 6d 5e 6d 64 60 77 64 72 5e 65 6d 6d 6c 60 68 6f 2f 65 6d 6d} // This is 'red_autumnal_leaves_dllmain.dll' XOR'd with 0x01,CVE not found
REDLEAVES_CoreImplant_UniqueStrings,USG,Strings identifying the core REDLEAVES RAT in its deobfuscated state,"$unique2 = ""RedLeavesSCMDSimulatorMutex"" nocase wide ascii",CVE not found
REDLEAVES_CoreImplant_UniqueStrings,USG,Strings identifying the core REDLEAVES RAT in its deobfuscated state,"$unique4 = ""red_autumnal_leaves_dllmain.dll"" wide ascii",CVE not found
REDLEAVES_CoreImplant_UniqueStrings,USG,Strings identifying the core REDLEAVES RAT in its deobfuscated state,"$unique7 = ""\\NamePipe_MoreWindows"" wide ascii",CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,$s0 = { 80343057403D2FD0010072F433C08BFF80343024403D2FD0010072F4 },CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,"$s1 = ""C:/Users/user/Desktop/my_OK_2014/bit9/runsna/Release/runsna.pdb"" fullword ascii",CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,"$s2 = ""d:/work/plug4.0(shellcode)"" fullword ascii",CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,"$s3 = ""/shellcode/shellcode/XSetting.h"" fullword ascii",CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,$s4 = { 42AFF4276A45AA58474D4C4BE03D5B395566BEBCBDEDE9972872C5C4C5498228 },CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,$s5 = { 8AD32AD002D180C23830140E413BCB7CEF6A006A006A00566A006A00 },CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,$s6 = { EB055F8BC7EB05E8F6FFFFFF558BEC81ECC8040000535657 },CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,$s7 = { 8A043233C932043983C10288043283F90A7CF242890D18AA00103BD37CE2891514AA00106A006A006A0056 },CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,$s8 = { 293537675A402A333557B05E04D09CB05EB3ADA4A4A40ED0B7DAB7935F5B5B08 },CVE not found
PLUGX_RedLeaves,US-CERT Code Analysis Team,,"$s9 = ""RedLeavesCMDSimulatorMutex""",CVE not found
Ham_backdoor,Cylance Spear Team,,$a = {8D 14 3E 8B 7D FC 8A 0C 11 32 0C 38 40 8B 7D 10 88 0A 8B 4D 08 3B C3},CVE not found
Ham_backdoor,Cylance Spear Team,,$b = {8D 0C 1F 8B 5D F8 8A 04 08 32 04 1E 46 8B 5D 10 88 01 8B 45 08 3B F2},CVE not found
Tofu_Backdoor,Cylance Spear Team,,"$a = ""Cookies: Sym1.0""",CVE not found
Tofu_Backdoor,Cylance Spear Team,,"$b = ""\\\\.\\pipe\\1[12345678]""",CVE not found
Tofu_Backdoor,Cylance Spear Team,,$c = {66 0F FC C1 0F 11 40 D0 0F 10 40 D0 66 0F EF C2 0F 11 40 D0 0F 10 40 E0},CVE not found
malware_apt15_royalcli_2,Nikolaos Pantazopoulos,APT15 RoyalCli backdoor,"$string1 = ""%shkcmd.exe"" fullword",CVE not found
malware_apt15_royalcli_2,Nikolaos Pantazopoulos,APT15 RoyalCli backdoor,"$string2 = ""myRObject"" fullword",CVE not found
malware_apt15_royalcli_2,Nikolaos Pantazopoulos,APT15 RoyalCli backdoor,"$string3 = ""%snewcmd.exe"" fullword",CVE not found
malware_apt15_royalcli_2,Nikolaos Pantazopoulos,APT15 RoyalCli backdoor,"$string4 = ""%s~clitemp%08x.tmp"" fullword",CVE not found
malware_apt15_royalcli_2,Nikolaos Pantazopoulos,APT15 RoyalCli backdoor,"$string5 = ""hkcmd.exe"" fullword",CVE not found
malware_apt15_royalcli_2,Nikolaos Pantazopoulos,APT15 RoyalCli backdoor,"$string6 = ""myWObject"" fullword",CVE not found
malware_apt15_royaldll,David Cannings,"DLL implant, originally rights.dll and runs as a service",$opcodes_jshash = { B8 A7 C6 67 4E 83 C1 02 BA 04 00 00 00 57 90 },CVE not found
malware_apt15_royaldll,David Cannings,"DLL implant, originally rights.dll and runs as a service",$opcodes_encode = { 0F B6 1C 03 8B 55 08 30 1C 17 47 3B 7D 0C },CVE not found
malware_apt15_royaldll,David Cannings,"DLL implant, originally rights.dll and runs as a service",$opcodes_sleep_loop = { 68 (88|B8) (13|0B) 00 00 FF D6 4F 75 F6 },CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s1 = ""subjectname"" fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s2 = ""sendername"" fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s3 = ""WebCredentials"" fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s4 = ""ExchangeVersion""	fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s5 = ""ExchangeCredentials""	fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s6 = ""slfilename""	fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s7 = ""EnumMail""	fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s8 = ""EnumFolder""	fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s9 = ""set_Credentials""	fullword",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s10 = ""/de"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s11 = ""/sn"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s12 = ""/sbn"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s13 = ""/list"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s14 = ""/enum"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s15 = ""/save"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s16 = ""/ao"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s17 = ""/sl"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s18 = ""/v or /t is null"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s19 = ""2007"" wide",CVE not found
malware_apt15_exchange_tool,Ahmed Zaki,This is a an exchange enumeration/hijacking tool used by an APT 15,"$s20 = ""2010"" wide",CVE not found
